hex_id,Elevation,TotalRainfall,Slope,LengthFromRiver,LU_CODE,LUL1_CODE,LUL2_CODE,LU_lv1,Risk_Score,Risk_Score_rw,r_stream_m,w_stream_m,r_elev,w_elev,r_rain_maj,w_rain_maj,r_slope_ma,w_slope_ma,w_dem,r_lu,w_lu
8a658bd15587fff,205,1426.37,14.29,588.83752,U101,U,U1,U,13,3,1,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd3364ffff,183,1431.43,61.3,176.17594,U101,U,U1,U,12,2,1,0.26,4,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd31717fff,181,1448.91,63.91,91.24068,U201,U,U2,U,14,3,3,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd3146ffff,94,1451.62,22.41,81.11649,U201,U,U2,U,15,3,4,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd159b7fff,103,1430.72,60.12,75.08631,U101,U,U1,U,14,3,4,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd15517fff,95,1426.89,66.23,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd15d57fff,89,1429.22,57.38,588.83752,U101,U,U1,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd33a5ffff,45,1439.8,40.11,91.24068,U101,U,U1,U,15,3,4,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1096ffff,45,1425.98,50.97,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd316a7fff,184,1444.34,19.43,588.83752,M101,M,M1,M,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd310d7fff,176,1451.57,58.97,588.83752,U201,U,U2,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd33227fff,22,1435.38,31.38,81.88998,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd10827fff,100,1425.89,38.82,52.65779,U101,U,U1,U,15,3,4,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd15c0ffff,192,1428.27,50.15,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31087fff,89,1453.84,64.36,588.83752,U201,U,U2,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1080ffff,206,1425.08,46.4,601,U101,U,U1,U,13,3,1,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd316b7fff,176,1443.95,51.21,588.83752,U201,U,U2,U,15,3,2,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd10957fff,86,1425.94,45.57,52.65779,U101,U,U1,U,17,4,4,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1090ffff,100,1426.32,47.27,52.65779,U101,U,U1,U,15,3,4,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd310c7fff,52,1452.13,49.78,588.83752,U201,U,U2,U,13,3,2,0.26,4,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd310b7fff,101,1454.96,68.6,230.85822,A204,A,A2,A,16,3,4,0.26,3,3,4,0.3,2,0.26,0.16,3,0.02
8a658bd15937fff,89,1431.61,49.87,81.88998,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd3330ffff,86,1436.5,41.01,601,U101,U,U1,U,10,2,1,0.26,3,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd15caffff,94,1428.06,63.11,87.69903,U101,U,U1,U,14,3,4,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd1094ffff,94,1425.55,3.98,52.65779,U101,U,U1,U,15,3,4,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd15d47fff,95,1429.39,54.42,588.83752,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31787fff,193,1446.82,5.47,588.83752,U201,U,U2,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd10977fff,86,1426.36,7.26,52.65779,U101,U,U1,U,15,3,4,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd33287fff,,1432.98,,81.88998,A204,A,A2,A,,,3,0.26,,3,4,0.3,,,0.16,3,0.02
8a658bd3156ffff,,1455.89,61.67,81.11649,A204,A,A2,A,16,3,4,0.26,4,3,4,0.3,1,0.26,0.16,3,0.02
8a658bd31447fff,94,1450.95,51.19,97.09889,U201,U,U2,U,14,3,4,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd15c9ffff,40,1427.74,70.96,588.83752,U101,U,U1,U,13,3,2,0.26,4,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd15537fff,192,1427.32,53.53,588.83752,U101,U,U1,U,16,3,2,0.26,4,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd10867fff,101,1425.19,6.14,52.65779,U101,U,U1,U,14,3,4,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd3118ffff,192,1457.31,42.76,588.83752,U405,U,U4,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd142effff,,1427.12,13.32,588.83752,U101,U,U1,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd31707fff,190,1449.58,13.98,588.83752,U201,U,U2,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd33357fff,101,1435.7,61.65,81.88998,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1559ffff,183,1425.98,57.16,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd317a7fff,210,1448.46,46.8,91.24068,M101,M,M1,M,17,4,3,0.26,4,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd31b9ffff,197,1461.38,13.42,588.83752,U201,U,U2,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd314cffff,89,1447.29,55.57,588.83752,M101,M,M1,M,13,3,2,0.26,4,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd142dffff,94,1426.77,40.05,588.83752,U101,U,U1,U,16,3,2,0.26,4,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd318affff,174,1467.56,61.57,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd317b7fff,51,1447.84,42.28,588.83752,M101,M,M1,M,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd3188ffff,43,1465.41,29.76,588.83752,U602,U,U6,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd3329ffff,101,1432.33,68.98,81.88998,A204,A,A2,A,14,3,3,0.26,3,3,4,0.3,1,0.26,0.16,3,0.02
8a658bd10877fff,204,1425.14,65.05,52.65779,U101,U,U1,U,15,3,4,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd109affff,137,1426.04,30.37,601,U101,U,U1,U,10,2,1,0.26,3,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd155a7fff,189,1426.83,17.01,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd33b6ffff,184,1445.1,4.2,588.83752,U201,U,U2,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31157fff,199,1459.12,62.01,588.83752,U502,U,U5,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd10837fff,103,1425.75,12.1,601,U101,U,U1,U,13,3,1,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31037fff,20,1457.89,43.98,588.83752,U201,U,U2,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd33b4ffff,49,1443.59,39.1,588.83752,M102,M,M1,M,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd3185ffff,195,1466.65,47.1,588.83752,U602,U,U6,U,15,3,2,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd33a67fff,181,1442.35,63.55,588.83752,M102,M,M1,M,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd157b7fff,175,1424.32,22.63,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd158dffff,210,1426.63,22.74,75.08631,U101,U,U1,U,16,4,4,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd31387fff,43,1450.61,62.27,588.83752,U201,U,U2,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd158a7fff,176,1428.82,2.6,588.83752,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd02567fff,219,1422.54,53.39,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd06a8ffff,234,1432.55,27.06,588.83752,U602,U,U6,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd310cffff,40,1451.19,71.61,588.83752,U201,U,U2,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd064b7fff,199,1429.2,3.22,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd11a67fff,177,1422.13,51.08,588.83752,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1521ffff,195,1423.1,12.21,588.83752,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd15a9ffff,95,1424.61,58.62,601,U101,U,U1,U,13,3,1,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd2269ffff,174,1461.81,74.42,588.83752,U201,U,U2,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd02a87fff,89,1423.36,62.86,601,M101,M,M1,M,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd06647fff,187,1426,58.33,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd156affff,174,1423.38,44.88,96.44206,U101,U,U1,U,16,4,4,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd062affff,211,1427.65,13.74,588.83752,M102,M,M1,M,15,3,2,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd06b27fff,200,1439.33,39.74,588.83752,U602,U,U6,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31217fff,200,1448.66,13.21,588.83752,M102,M,M1,M,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1116ffff,181,1422.25,69.48,588.83752,U101,U,U1,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd118b7fff,185,1422.56,9.36,96.44206,U101,U,U1,U,15,3,3,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd02107fff,192,1423.14,65.35,103.62678,U101,U,U1,U,13,3,1,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd15c77fff,176,1428.23,67.22,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd15697fff,199,1423.4,18.24,96.44206,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd02cdffff,176,1422.66,32.36,588.83752,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd02897fff,190,1423.64,30.14,119.30701,U502,U,U5,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd02117fff,205,1423,16.22,103.62678,U101,U,U1,U,13,3,1,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd15197fff,182,1426.29,67.03,588.83752,U101,U,U1,U,15,3,2,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd06367fff,49,1431.32,30.44,340.81184,U602,U,U6,U,16,4,3,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd10a27fff,92,1423.73,62.42,601,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd11aa7fff,,1422.21,26.28,241.96268,U101,U,U1,U,11,2,1,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd06d67fff,182,1439.43,57.61,588.83752,U502,U,U5,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd04d8ffff,193,1455.19,64.59,588.83752,U201,U,U2,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd11b17fff,176,1422.22,64.76,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd15c6ffff,208,1427.71,4.83,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd00d87fff,0,1432.36,0,601,U602,U,U6,U,7,2,1,0.26,0,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd31827fff,181,1472.6,67.11,102.51729,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd02747fff,19,1422.27,0.65,588.83752,U602,U,U6,U,16,3,2,0.26,4,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd1c90ffff,95,1422.53,59.02,601,U602,U,U6,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd0681ffff,198,1438.25,0.32,588.83752,U201,U,U2,U,13,3,2,0.26,4,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd02317fff,45,1422.82,28.99,601,U201,U,U2,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd02587fff,199,1422.51,7.83,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd316f7fff,217,1442.4,24.34,588.83752,U602,U,U6,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd11b6ffff,246,1422.11,2.26,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd152affff,172,1423.14,48.01,588.83752,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd02327fff,210,1423.17,53.69,601,M101,M,M1,M,9,2,1,0.26,0,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd044e7fff,0,1441.99,46.48,44.65593,U602,U,U6,U,11,2,2,0.26,3,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd1598ffff,183,1429.5,62.76,75.08631,U101,U,U1,U,16,3,4,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd06a47fff,0,1434.78,0,601,U602,U,U6,U,7,2,1,0.26,0,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd068c7fff,176,1436.38,30.66,588.83752,U201,U,U2,U,15,3,2,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1c997fff,44,1422.25,4.51,601,U201,U,U2,U,15,3,1,0.26,4,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd15417fff,190,1425.6,60.47,588.83752,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd0230ffff,184,1423.04,55.28,601,U602,U,U6,U,10,2,1,0.26,3,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd3129ffff,187,1445.01,58.14,588.83752,U201,U,U2,U,13,3,2,0.26,4,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd31237fff,54,1450.57,53.25,588.83752,M102,M,M1,M,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd0690ffff,200,1442.02,7.44,92.66359,U201,U,U2,U,15,3,4,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd06617fff,212,1426.22,18.11,588.83752,M304,M,M3,M,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd02837fff,193,1424.83,43.51,80.99359,U101,U,U1,U,15,3,2,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd15327fff,181,1424.32,26.62,235.89065,U101,U,U1,U,13,3,1,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd02287fff,86,1422.46,44.05,601,U602,U,U6,U,11,2,1,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd06c0ffff,209,1435.46,22.62,588.83752,U201,U,U2,U,15,3,2,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd15757fff,211,1423.68,22.14,588.83752,U101,U,U1,U,15,3,2,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd044affff,214,1441.95,10.91,588.83752,U602,U,U6,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd02caffff,228,1423.13,27.35,107.51409,U101,U,U1,U,16,4,3,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd15787fff,91,1424.03,59.05,588.83752,U101,U,U1,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd332e7fff,183,1432.9,53.31,588.83752,M101,M,M1,M,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd11847fff,181,1422.31,47.49,588.83752,U101,U,U1,U,13,3,2,0.26,4,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd11baffff,238,1422.21,29.21,588.83752,U101,U,U1,U,15,3,2,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd06487fff,209,1428.67,11.3,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd15877fff,190,1428.44,60.18,75.08631,U405,U,U4,U,16,4,4,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd15957fff,52,1429.72,63.19,81.88998,M101,M,M1,M,16,4,4,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd316e7fff,90,1442.99,51.69,588.83752,U602,U,U6,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd31a4ffff,177,1459.92,57.8,588.83752,U201,U,U2,U,15,3,2,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd06447fff,179,1428.9,31.71,588.83752,M304,M,M3,M,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd15037fff,210,1425.82,20.18,87.69903,U101,U,U1,U,17,4,4,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd332dffff,40,1431.21,13.96,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd31aa7fff,197,1460.4,12.16,588.83752,M101,M,M1,M,16,3,2,0.26,4,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd0458ffff,188,1444.05,9.59,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd3176ffff,95,1448.56,42.17,588.83752,M101,M,M1,M,16,3,4,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd0654ffff,54,1430.46,12.16,588.83752,M304,M,M3,M,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd3126ffff,218,1449.39,69.28,588.83752,U201,U,U2,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd06587fff,190,1430.7,52.92,588.83752,U201,U,U2,U,15,3,2,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd11877fff,218,1422.38,44.74,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd310dffff,176,1450.63,30.2,588.83752,U201,U,U2,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd15a6ffff,90,1424.91,65.86,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd00cb7fff,0,1430.68,0,601,U602,U,U6,U,7,2,1,0.26,0,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd31847fff,185,1468.48,20,588.83752,U602,U,U6,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd0260ffff,99,1422.16,10.95,71.85508,U602,U,U6,U,15,3,4,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd04d0ffff,0,1458.68,17.92,174.82488,W101,W,W1,W,12,2,4,0.26,0,3,4,0.3,0,0.26,0.16,4,0.02
8a658bd31a37fff,230,1462.89,19.87,588.83752,M101,M,M1,M,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd156b7fff,185,1423.59,14.99,80.77887,U101,U,U1,U,16,4,4,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd02d47fff,176,1424.01,58.79,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd15a97fff,51,1424.94,69.98,601,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd0449ffff,214,1439.84,64.04,588.83752,U602,U,U6,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd15617fff,199,1423.55,24.8,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd06bb7fff,172,1436.15,63.23,588.83752,M201,M,M2,M,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd06827fff,238,1440.8,6.75,588.83752,U201,U,U2,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd1582ffff,190,1428.88,9.59,75.08631,U101,U,U1,U,14,3,4,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd1cd0ffff,44,1422.18,45.27,588.83752,U201,U,U2,U,13,3,1,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd02c6ffff,219,1423.37,14.23,205.63701,U101,U,U1,U,13,3,1,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd15027fff,192,1425.78,42.94,75.08631,U101,U,U1,U,17,4,4,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd0619ffff,209,1431.53,15.36,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd0235ffff,0,1423.19,0,601,U602,U,U6,U,7,2,1,0.26,0,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd0202ffff,2,1422.83,37.21,103.62678,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1542ffff,181,1425.61,10.84,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd0270ffff,1,1422.18,69.88,103.62678,U301,U,U3,U,13,3,4,0.26,3,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd0688ffff,202,1436.48,40.58,588.83752,U201,U,U2,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd312dffff,54,1444.15,68.97,588.83752,U201,U,U2,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd06d4ffff,217,1437.4,9.36,588.83752,U201,U,U2,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd0252ffff,220,1422.62,16.66,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd04d07fff,54,1459.64,69.42,174.82488,U201,U,U2,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd0442ffff,0,1444.63,0,588.83752,W101,W,W1,W,10,2,2,0.26,0,3,4,0.3,0,0.26,0.16,4,0.02
8a658bd02c27fff,208,1423.77,24.03,588.83752,M102,M,M1,M,15,3,2,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd3169ffff,41,1441.62,36.41,588.83752,U602,U,U6,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1586ffff,51,1427.89,55.86,588.83752,U502,U,U5,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1590ffff,211,1430.2,65.41,81.88998,M101,M,M1,M,16,3,4,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd02357fff,0,1423.13,0,601,U602,U,U6,U,7,2,1,0.26,0,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd31367fff,200,1454.54,12.42,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd15307fff,176,1423.99,46.34,235.89065,U101,U,U1,U,13,3,1,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd3166ffff,90,1444.46,66.48,588.83752,U201,U,U2,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31a57fff,197,1459.77,32.75,588.83752,U201,U,U2,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd312e7fff,246,1447.27,6.24,588.83752,U201,U,U2,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd064e7fff,188,1428.33,19.54,588.83752,M304,M,M3,M,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd0652ffff,184,1432.28,63.1,588.83752,U201,U,U2,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd11987fff,197,1422.73,25.05,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd3138ffff,200,1449.76,10.6,588.83752,M102,M,M1,M,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd0238ffff,51,1422.6,18.49,601,U602,U,U6,U,14,3,1,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd02a1ffff,0,1423.88,0,601,U602,U,U6,U,7,2,1,0.26,0,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd06b2ffff,234,1438.61,18.29,44.65593,U602,U,U6,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd0662ffff,218,1426.65,34.93,588.83752,M304,M,M3,M,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1c827fff,52,1422.5,68.07,601,U201,U,U2,U,13,3,1,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd0660ffff,214,1426.12,12.09,588.83752,M304,M,M3,M,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd068b7fff,50,1437.96,51.19,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd3122ffff,197,1450.44,61.16,588.83752,W202,W,W2,W,16,3,2,0.26,3,3,4,0.3,3,0.26,0.16,4,0.02
8a658bd31837fff,193,1471.64,9.27,588.83752,U201,U,U2,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
