hex_id,Elevation_,Slope1_maj,Total Rain,Slope,LU_CODE,LUL1_CODE,LUL2_CODE,LU_lv1,r_lu,LENGTH_maj,r_stream_m,w_stream_m,Elev,r_dem_majo,r_rain_maj,w_rain_maj,r_slope_ma,w_slope_ma,w_dem,w_lu,Total rw,Total r
8a658bd0236ffff,0,0,1423.63,0,U602,U,U6,U,2,601,1,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,7
8a658bd02367fff,0,0,1423.52,0,U602,U,U6,U,2,601,1,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,7
8a658bd0211ffff,225,16.102903,1422.94,16.1,U101,U,U1,U,2,103.62678,1,0.26,225,3,4,0.3,3,0.26,0.16,0.02,3,13
8a658bd11957fff,212,9.505111,1422.52,9.51,U101,U,U1,U,2,106.17455,3,0.26,212,3,4,0.3,3,0.26,0.16,0.02,3,15
8a658bd158d7fff,49,65.481789,1427.17,65.48,U101,U,U1,U,2,588.83752,2,0.26,49,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd028effff,174,40.52956,1424.09,40.53,U602,U,U6,U,2,601,1,0.26,174,3,4,0.3,3,0.26,0.16,0.02,3,13
8a658bd0259ffff,211,12.669988,1422.43,12.67,U101,U,U1,U,2,121.53162,3,0.26,211,4,4,0.3,4,0.26,0.16,0.02,4,17
8a658bd31227fff,175,43.631821,1451.24,43.63,M102,M,M1,M,2,588.83752,2,0.26,175,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd02667fff,88,10.821146,1422.27,10.82,U602,U,U6,U,2,71.85508,4,0.26,88,4,4,0.3,2,0.26,0.16,0.02,3,16
8a658bd02927fff,181,62.652893,1426.4,62.65,U502,U,U5,U,2,588.83752,2,0.26,181,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd11837fff,199,23.714205,1422.61,23.71,U101,U,U1,U,2,96.44206,3,0.26,199,3,4,0.3,4,0.26,0.16,0.02,4,16
8a658bd0692ffff,200,11.221089,1443.54,11.22,U201,U,U2,U,2,92.66359,3,0.26,200,3,4,0.3,3,0.26,0.16,0.02,3,15
8a658bd1556ffff,93,56.877693,1425.87,56.88,U101,U,U1,U,2,588.83752,2,0.26,93,4,4,0.3,1,0.26,0.16,0.02,3,13
8a658bd06d47fff,172,70.082642,1438.09,70.08,U201,U,U2,U,2,588.83752,2,0.26,172,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd02b27fff,0,0,1425.37,0,U201,U,U2,U,2,601,1,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,7
8a658bd06577fff,174,48.635525,1431.54,48.64,M304,M,M3,M,2,588.83752,2,0.26,174,4,4,0.3,3,0.26,0.16,0.02,3,15
8a658bd1579ffff,209,6.457395,1423.82,6.46,U101,U,U1,U,2,80.77887,4,0.26,209,3,4,0.3,3,0.26,0.16,0.02,4,16
8a658bd06cc7fff,185,66.471115,1433.4,66.47,U201,U,U2,U,2,588.83752,2,0.26,185,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd31aeffff,196,37.201839,1458.1,37.2,A204,A,A2,A,3,588.83752,2,0.26,196,3,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd069affff,195,11.113204,1440.95,11.11,M101,M,M1,M,2,588.83752,2,0.26,195,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd02937fff,190,43.544903,1426.09,43.54,U101,U,U1,U,2,588.83752,2,0.26,190,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd15157fff,225,25.456985,1425.75,25.46,U101,U,U1,U,2,75.08631,4,0.26,225,3,4,0.3,3,0.26,0.16,0.02,4,16
8a658bd11b5ffff,188,21.985954,1422.13,21.99,U101,U,U1,U,2,588.83752,2,0.26,188,4,4,0.3,3,0.26,0.16,0.02,3,15
8a658bd02027fff,103,51.824081,1422.85,51.82,U101,U,U1,U,2,103.62678,4,0.26,103,4,4,0.3,2,0.26,0.16,0.02,3,16
8a658bd0048ffff,0,0,1425.78,0,U201,U,U2,U,2,601,1,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,7
8a658bd027b7fff,192,18.238508,1422.12,18.24,U201,U,U2,U,2,588.83752,2,0.26,192,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd0225ffff,0,0,1423.07,0,U602,U,U6,U,2,601,1,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,7
8a658bd06c6ffff,199,21.79203,1435.52,21.79,U201,U,U2,U,2,588.83752,2,0.26,199,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd15a77fff,176,47.689575,1425.2,47.69,U101,U,U1,U,2,82.63369,3,0.26,176,4,4,0.3,2,0.26,0.16,0.02,3,15
8a658bd10b47fff,191,59.241905,1423.78,59.24,U101,U,U1,U,2,80.77887,4,0.26,191,3,4,0.3,4,0.26,0.16,0.02,4,17
8a658bd0266ffff,42,17.011902,1422.32,17.01,U602,U,U6,U,2,71.85508,4,0.26,42,3,4,0.3,2,0.26,0.16,0.02,3,15
8a658bd0682ffff,41,64.460907,1439.93,64.46,U201,U,U2,U,2,588.83752,2,0.26,41,3,4,0.3,4,0.26,0.16,0.02,3,15
8a658bd11b2ffff,185,57.430511,1422.16,57.43,U101,U,U1,U,2,107.52558,3,0.26,185,3,4,0.3,3,0.26,0.16,0.02,3,15
8a658bd15a1ffff,205,53.070515,1425.09,53.07,U101,U,U1,U,2,601,1,0.26,205,4,4,0.3,1,0.26,0.16,0.02,2,12
8a658bd1540ffff,191,10.901606,1425.25,10.9,U101,U,U1,U,2,588.83752,2,0.26,191,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd0234ffff,0,0,1423.43,0,U602,U,U6,U,2,601,1,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,7
8a658bd31257fff,12,26.909679,1447.95,26.91,U602,U,U6,U,2,588.83752,2,0.26,12,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd11d2ffff,199,28.612921,1422.9,28.61,U101,U,U1,U,2,96.44206,2,0.26,199,3,4,0.3,1,0.26,0.16,0.02,3,12
8a658bd06557fff,40,67.57206,1430.76,67.57,A204,A,A2,A,3,588.83752,2,0.26,40,3,4,0.3,3,0.26,0.16,0.02,3,15
8a658bd02c4ffff,101,51.955017,1423.09,51.96,U101,U,U1,U,2,103.62678,4,0.26,101,3,4,0.3,2,0.26,0.16,0.02,3,15
8a658bd02087fff,101,59.527256,1422.36,59.53,U201,U,U2,U,2,588.83752,4,0.26,101,3,4,0.3,4,0.26,0.16,0.02,4,17
8a658bd1c817fff,89,66.70163,1422.41,66.7,U201,U,U2,U,2,601,1,0.26,89,3,4,0.3,2,0.26,0.16,0.02,3,12
8a658bd00417fff,0,0,1426.83,0,U602,U,U6,U,2,601,1,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,7
8a658bd1565ffff,200,12.728395,1422.97,12.73,U101,U,U1,U,2,588.83752,2,0.26,200,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd11d5ffff,90,64.825981,1422.56,64.83,U101,U,U1,U,2,96.44206,1,0.26,90,4,4,0.3,1,0.26,0.16,0.02,2,12
8a658bd06217fff,184,46.085617,1428.28,46.09,U602,U,U6,U,2,588.83752,2,0.26,184,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd111a7fff,245,39.877502,1422.24,39.88,U101,U,U1,U,2,601,1,0.26,245,3,4,0.3,2,0.26,0.16,0.02,3,12
8a658bd15bb7fff,95,29.44556,1426.65,29.45,U201,U,U2,U,2,75.08631,4,0.26,95,3,4,0.3,2,0.26,0.16,0.02,3,15
8a658bd06847fff,241,18.418589,1438.53,18.42,M201,M,M2,M,2,588.83752,2,0.26,241,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd10b77fff,49,36.918037,1424.01,36.92,U101,U,U1,U,2,80.77887,1,0.26,49,3,4,0.3,3,0.26,0.16,0.02,3,13
8a658bd06347fff,211,23.740931,1430.54,23.74,U602,U,U6,U,2,340.81184,3,0.26,211,4,4,0.3,2,0.26,0.16,0.02,3,15
8a658bd06db7fff,45,30.541649,1438.51,30.54,U101,U,U1,U,2,223.57122,1,0.26,45,3,4,0.3,2,0.26,0.16,0.02,3,12
8a658bd06897fff,176,55.153839,1436.88,55.15,U201,U,U2,U,2,588.83752,2,0.26,176,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd00db7fff,0,68.045105,1432.9,68.05,U602,U,U6,U,2,340.81184,1,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,7
8a658bd1529ffff,212,15.502033,1423.05,15.5,U101,U,U1,U,2,588.83752,2,0.26,212,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd06767fff,188,24.82412,1428.3,24.82,A204,A,A2,A,3,340.81184,1,0.26,188,3,4,0.3,4,0.26,0.16,0.02,3,15
8a658bd1555ffff,176,53.32703,1425.57,53.33,U101,U,U1,U,2,588.83752,2,0.26,176,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd0271ffff,140,4.870766,1422.14,4.87,U301,U,U3,U,2,103.62678,4,0.26,140,3,4,0.3,2,0.26,0.16,0.02,3,15
8a658bd066b7fff,91,65.099724,1425.91,65.1,U101,U,U1,U,2,588.83752,2,0.26,91,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd0689ffff,209,34.362602,1436.05,34.36,U201,U,U2,U,2,588.83752,2,0.26,209,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd06687fff,90,64.927155,1425.58,64.93,U101,U,U1,U,2,588.83752,2,0.26,90,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd0610ffff,179,62.659611,1433.75,62.66,A204,A,A2,A,3,67.3074,4,0.26,179,3,4,0.3,2,0.26,0.16,0.02,3,16
8a658bd026c7fff,87,44.765381,1422.17,44.77,U201,U,U2,U,2,85.68004,1,0.26,87,3,4,0.3,4,0.26,0.16,0.02,3,14
8a658bd15cc7fff,95,58.819431,1427.26,58.82,U101,U,U1,U,2,588.83752,2,0.26,95,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd1544ffff,90,55.565216,1424.53,55.57,U101,U,U1,U,2,588.83752,2,0.26,90,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd15677fff,187,19.430824,1423.28,19.43,U101,U,U1,U,2,588.83752,2,0.26,187,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd0680ffff,175,68.895393,1438.77,68.9,U201,U,U2,U,2,588.83752,2,0.26,175,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd02497fff,188,1.612902,1422.31,1.61,U101,U,U1,U,2,121.53162,3,0.26,188,4,4,0.3,3,0.26,0.16,0.02,3,16
8a658bd02977fff,209,27.056475,1425.95,27.06,U101,U,U1,U,2,588.83752,2,0.26,209,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd027a7fff,216,32.341415,1422.12,32.34,U201,U,U2,U,2,588.83752,2,0.26,216,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd068f7fff,209,21.434868,1436.95,21.43,U201,U,U2,U,2,588.83752,2,0.26,209,3,4,0.3,4,0.26,0.16,0.02,3,15
8a658bd020effff,86,0.912562,1422.5,0.91,U201,U,U2,U,2,71.85508,4,0.26,86,3,4,0.3,2,0.26,0.16,0.02,3,15
8a658bd06b8ffff,212,11.668887,1435,11.67,U602,U,U6,U,2,588.83752,2,0.26,212,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd118a7fff,214,17.752966,1422.55,17.75,U101,U,U1,U,2,96.44206,3,0.26,214,3,4,0.3,3,0.26,0.16,0.02,3,15
8a658bd022b7fff,94,11.96746,1422.39,11.97,U602,U,U6,U,2,71.85508,4,0.26,94,3,4,0.3,2,0.26,0.16,0.02,3,15
8a658bd02007fff,137,62.477531,1422.69,62.48,U101,U,U1,U,2,103.62678,2,0.26,137,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd0630ffff,1,59.040524,1430.26,59.04,U602,U,U6,U,2,588.83752,2,0.26,1,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd1085ffff,94,40.674278,1424.43,40.67,U101,U,U1,U,2,601,1,0.26,94,3,4,0.3,2,0.26,0.16,0.02,3,12
8a658bd15667fff,176,53.340973,1423.28,53.34,U101,U,U1,U,2,588.83752,2,0.26,176,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd068cffff,232,9.159842,1435.64,9.16,M201,M,M2,M,2,588.83752,2,0.26,232,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd0059ffff,90,65.691521,1426.58,65.69,U201,U,U2,U,2,325.18892,1,0.26,90,3,4,0.3,2,0.26,0.16,0.02,3,12
8a658bd3190ffff,181,1.824662,1474.17,1.82,M102,M,M1,M,2,102.51729,4,0.26,181,3,4,0.3,3,0.26,0.16,0.02,4,16
8a658bd06d6ffff,174,55.687603,1438.64,55.69,U201,U,U2,U,2,588.83752,2,0.26,174,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd10b07fff,95,48.639782,1424.27,48.64,U101,U,U1,U,2,601,1,0.26,95,3,4,0.3,1,0.26,0.16,0.02,2,11
8a658bd0686ffff,191,22.441694,1439.22,22.44,U201,U,U2,U,2,588.83752,2,0.26,191,3,4,0.3,4,0.26,0.16,0.02,3,15
8a658bd02167fff,192,69.188087,1423.47,69.19,U101,U,U1,U,2,601,1,0.26,192,3,4,0.3,3,0.26,0.16,0.02,3,13
8a658bd15b1ffff,94,68.290924,1426.38,68.29,U602,U,U6,U,2,80.13392,4,0.26,94,3,4,0.3,2,0.26,0.16,0.02,3,15
8a658bd1558ffff,181,34.121586,1425.97,34.12,U101,U,U1,U,2,588.83752,2,0.26,181,4,4,0.3,4,0.26,0.16,0.02,3,16
8a658bd069a7fff,179,6.457605,1441.67,6.46,M101,M,M1,M,2,91.39996,4,0.26,179,3,4,0.3,2,0.26,0.16,0.02,3,15
8a658bd11917fff,185,19.090725,1422.81,19.09,U101,U,U1,U,2,588.83752,2,0.26,185,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd02c77fff,184,64.269051,1423.38,64.27,U101,U,U1,U,2,82.63369,4,0.26,184,4,4,0.3,2,0.26,0.16,0.02,3,16
8a658bd02d2ffff,50,62.312103,1424.48,62.31,U101,U,U1,U,2,588.83752,2,0.26,50,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd31287fff,197,28.302504,1446.64,28.3,U201,U,U2,U,2,588.83752,2,0.26,197,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd066e7fff,197,7.04083,1425.55,7.04,M304,M,M3,M,2,588.83752,2,0.26,197,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd06c97fff,189,62.355904,1434.27,62.36,U602,U,U6,U,2,72.07233,4,0.26,189,3,4,0.3,4,0.26,0.16,0.02,4,17
8a658bd02967fff,174,56.011532,1426.3,56.01,U101,U,U1,U,2,325.18892,2,0.26,174,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd06067fff,217,55.768646,1431.99,55.77,U201,U,U2,U,2,588.83752,2,0.26,217,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd0261ffff,4,71.180107,1422.14,71.18,M102,M,M1,M,2,71.85508,4,0.26,4,3,4,0.3,2,0.26,0.16,0.02,3,15
8a658bd10b5ffff,197,53.207462,1423.53,53.21,U101,U,U1,U,2,601,1,0.26,197,3,4,0.3,2,0.26,0.16,0.02,3,12
8a658bd1528ffff,199,21.144745,1423,21.14,U101,U,U1,U,2,588.83752,2,0.26,199,3,4,0.3,4,0.26,0.16,0.02,3,15
8a658bd02d8ffff,193,22.077267,1423.58,22.08,U101,U,U1,U,2,82.63369,3,0.26,193,3,4,0.3,4,0.26,0.16,0.02,4,16
8a658bd3326ffff,183,52.783562,1433.37,52.78,U602,U,U6,U,2,588.83752,2,0.26,183,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd061a7fff,52,68.507965,1433.43,68.51,U201,U,U2,U,2,588.83752,2,0.26,52,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd1518ffff,211,13.699547,1425.86,13.7,U101,U,U1,U,2,588.83752,2,0.26,211,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd04c17fff,54,32.685192,1454.45,32.69,U201,U,U2,U,2,163.26774,1,0.26,54,3,4,0.3,2,0.26,0.16,0.02,3,12
8a658bd157a7fff,191,66.910667,1424.29,66.91,U101,U,U1,U,2,588.83752,2,0.26,191,3,4,0.3,1,0.26,0.16,0.02,3,12
8a658bd118e7fff,175,59.75169,1422.38,59.75,U101,U,U1,U,2,588.83752,2,0.26,175,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd0249ffff,177,68.25325,1422.24,68.25,U101,U,U1,U,2,107.52558,3,0.26,177,3,4,0.3,1,0.26,0.16,0.02,3,13
8a658bd111affff,45,67.1483,1422.21,67.15,U101,U,U1,U,2,601,1,0.26,45,3,4,0.3,1,0.26,0.16,0.02,2,11
8a658bd31a8ffff,180,10.417048,1457.45,10.42,M102,M,M1,M,2,588.83752,2,0.26,180,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd0450ffff,0,75.207169,1446.87,75.21,U201,U,U2,U,2,588.83752,2,0.26,0,0,4,0.3,4,0.26,0.16,0.02,3,12
8a658bd02147fff,189,62.529575,1423.19,62.53,U101,U,U1,U,2,601,1,0.26,189,3,4,0.3,2,0.26,0.16,0.02,3,12
8a658bd11b57fff,199,45.546253,1422.14,45.55,U101,U,U1,U,2,588.83752,2,0.26,199,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd0201ffff,206,63.995655,1422.52,64,U101,U,U1,U,2,588.83752,2,0.26,206,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd02537fff,209,11.148628,1422.73,11.15,U101,U,U1,U,2,588.83752,2,0.26,209,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd31ac7fff,54,57.986046,1457.31,57.99,M101,M,M1,M,2,588.83752,2,0.26,54,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd02d6ffff,199,44.78093,1424.17,44.78,U101,U,U1,U,2,80.99359,3,0.26,199,3,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd1c9a7fff,45,29.535183,1422.29,29.54,M102,M,M1,M,2,601,1,0.26,45,3,4,0.3,2,0.26,0.16,0.02,3,12
8a658bd026d7fff,255,74.521553,1422.15,74.52,U201,U,U2,U,2,588.83752,1,0.26,255,3,4,0.3,1,0.26,0.16,0.02,2,11
8a658bd31b8ffff,179,59.167011,1462.12,59.17,M101,M,M1,M,2,588.83752,2,0.26,179,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd0219ffff,210,11.364254,1422.54,11.36,U201,U,U2,U,2,588.83752,2,0.26,210,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd150b7fff,209,5.616944,1425.48,5.62,U405,U,U4,U,2,588.83752,2,0.26,209,3,4,0.3,4,0.26,0.16,0.02,3,15
8a658bd332effff,95,59.338314,1432.09,59.34,U201,U,U2,U,2,588.83752,2,0.26,95,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd02c5ffff,189,17.54398,1422.99,17.54,U101,U,U1,U,2,103.62678,4,0.26,189,4,4,0.3,4,0.26,0.16,0.02,4,18
8a658bd1188ffff,52,42.465168,1422.42,42.47,U101,U,U1,U,2,241.96268,2,0.26,52,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd02cb7fff,237,28.772709,1423.31,28.77,U101,U,U1,U,2,235.89065,2,0.26,237,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd1588ffff,228,31.403194,1427.67,31.4,U101,U,U1,U,2,588.83752,2,0.26,228,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd1195ffff,174,38.870663,1422.43,38.87,U101,U,U1,U,2,241.96268,2,0.26,174,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd02b97fff,43,42.003109,1423.7,42,U101,U,U1,U,2,601,1,0.26,43,3,4,0.3,3,0.26,0.16,0.02,3,13
8a658bd150a7fff,219,11.769884,1425.44,11.77,U101,U,U1,U,2,588.83752,2,0.26,219,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd1ccf7fff,0,0,1422.19,0,F201,F,F2,F,1,601,1,0.26,0,0,4,0.3,0,0.26,0.16,0.02,1,6
8a658bd11b1ffff,49,14.249614,1422.18,14.25,U101,U,U1,U,2,230.79768,3,0.26,49,3,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd04c27fff,0,0,1457.05,0,W101,W,W1,W,4,174.82488,4,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,12
8a658bd06047fff,188,7.623442,1431.16,7.62,U201,U,U2,U,2,588.83752,2,0.26,188,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd1560ffff,214,6.744118,1423.32,6.74,U101,U,U1,U,2,588.83752,2,0.26,214,3,4,0.3,4,0.26,0.16,0.02,3,15
8a658bd15a87fff,189,27.941378,1424.93,27.94,U101,U,U1,U,2,601,1,0.26,189,4,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd158e7fff,45,43.849442,1427.67,43.85,U101,U,U1,U,2,75.08631,4,0.26,45,4,4,0.3,1,0.26,0.16,0.02,3,15
8a658bd31b07fff,177,50.671516,1466.82,50.67,M101,M,M1,M,2,588.83752,2,0.26,177,4,4,0.3,3,0.26,0.16,0.02,3,15
8a658bd020dffff,255,2.347642,1422.32,2.35,U301,U,U3,U,2,588.83752,2,0.26,255,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd0655ffff,200,62.446377,1430.09,62.45,M304,M,M3,M,2,588.83752,2,0.26,200,4,4,0.3,3,0.26,0.16,0.02,3,15
8a658bd15867fff,185,65.359879,1428.5,65.36,U502,U,U5,U,2,588.83752,2,0.26,185,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd31687fff,199,10.837862,1443.07,10.84,U602,U,U6,U,2,588.83752,2,0.26,199,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd02427fff,188,8.545486,1422.39,8.55,U101,U,U1,U,2,588.83752,2,0.26,188,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd0244ffff,216,18.288794,1422.16,18.29,U201,U,U2,U,2,588.83752,2,0.26,216,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd15c67fff,191,17.877913,1428.31,17.88,U101,U,U1,U,2,588.83752,2,0.26,191,3,4,0.3,4,0.26,0.16,0.02,3,15
8a658bd02aeffff,0,0,1423.94,0,M101,M,M1,M,2,601,1,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,7
8a658bd150cffff,211,38.864605,1424.12,38.86,U101,U,U1,U,2,99.35242,4,0.26,211,3,4,0.3,3,0.26,0.16,0.02,4,16
8a658bd15b57fff,192,60.563766,1426.06,60.56,M101,M,M1,M,2,80.13392,4,0.26,192,3,4,0.3,4,0.26,0.16,0.02,4,17
8a658bd1592ffff,205,56.602959,1431.13,56.6,U201,U,U2,U,2,588.83752,2,0.26,205,3,4,0.3,4,0.26,0.16,0.02,3,15
8a658bd02b2ffff,0,0,1425.27,0,U602,U,U6,U,2,601,1,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,7
8a658bd15207fff,185,32.506084,1423.29,32.51,U101,U,U1,U,2,588.83752,2,0.26,185,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd1549ffff,89,40.464943,1424.9,40.46,U101,U,U1,U,2,52.65779,4,0.26,89,4,4,0.3,2,0.26,0.16,0.02,3,16
8a658bd02187fff,210,14.277486,1422.68,14.28,U101,U,U1,U,2,103.62678,4,0.26,210,3,4,0.3,3,0.26,0.16,0.02,4,16
8a658bd11b47fff,185,27.629536,1422.12,27.63,U101,U,U1,U,2,588.83752,2,0.26,185,3,4,0.3,4,0.26,0.16,0.02,3,15
8a658bd332c7fff,193,25.599466,1431.97,25.6,U201,U,U2,U,2,588.83752,2,0.26,193,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd06887fff,177,49.14563,1437.3,49.15,U201,U,U2,U,2,588.83752,2,0.26,177,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd02b9ffff,192,50.699966,1423.63,50.7,U602,U,U6,U,2,601,1,0.26,192,4,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd061b7fff,220,45.892391,1433.1,45.89,U201,U,U2,U,2,588.83752,2,0.26,220,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd0685ffff,230,38.708199,1437.42,38.71,M201,M,M2,M,2,588.83752,2,0.26,230,3,4,0.3,4,0.26,0.16,0.02,3,15
8a658bd15097fff,187,18.240719,1425.13,18.24,U101,U,U1,U,2,588.83752,2,0.26,187,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd31b0ffff,194,70.28627,1465.82,70.29,M405,M,M4,M,2,588.83752,2,0.26,194,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd06907fff,197,18.210276,1442.97,18.21,U201,U,U2,U,2,92.66359,4,0.26,197,3,4,0.3,3,0.26,0.16,0.02,4,16
8a658bd06017fff,218,12.911289,1431.35,12.91,U201,U,U2,U,2,67.3074,4,0.26,218,3,4,0.3,3,0.26,0.16,0.02,4,16
8a658bd06387fff,186,5.86719,1428.99,5.87,M201,M,M2,M,2,588.83752,2,0.26,186,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd044c7fff,0,72.078522,1440.68,72.08,U602,U,U6,U,2,44.65593,3,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,9
8a658bd15ac7fff,184,65.27063,1424.38,65.27,U101,U,U1,U,2,235.89065,3,0.26,184,4,4,0.3,3,0.26,0.16,0.02,3,16
8a658bd02337fff,181,59.658859,1422.96,59.66,M101,M,M1,M,2,601,1,0.26,181,3,4,0.3,2,0.26,0.16,0.02,3,12
8a658bd020f7fff,137,52.058521,1422.41,52.06,U301,U,U3,U,2,588.83752,2,0.26,137,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd02ac7fff,0,0,1423.67,0,M101,M,M1,M,2,601,1,0.26,0,0,4,0.3,0,0.26,0.16,0.02,2,7
8a658bd02d57fff,217,68.46701,1423.88,68.47,U101,U,U1,U,2,588.83752,2,0.26,217,4,4,0.3,3,0.26,0.16,0.02,3,15
8a658bd316affff,52,33.625072,1443.47,33.63,U602,U,U6,U,2,588.83752,2,0.26,52,3,4,0.3,2,0.26,0.16,0.02,3,13
8a658bd06917fff,197,31.524086,1442.18,31.52,U201,U,U2,U,2,91.39996,4,0.26,197,3,4,0.3,3,0.26,0.16,0.02,4,16
8a658bd0609ffff,197,13.691749,1429.37,13.69,U201,U,U2,U,2,588.83752,2,0.26,197,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd15a4ffff,49,60.229687,1424.54,60.23,U101,U,U1,U,2,588.83752,2,0.26,49,3,4,0.3,3,0.26,0.16,0.02,3,14
8a658bd33a4ffff,95,57.060661,1440.1,57.06,M101,M,M1,M,2,91.24068,4,0.26,95,3,4,0.3,4,0.26,0.16,0.02,4,17
8a658bd0620ffff,49,55.110401,1428.45,55.11,U602,U,U6,U,2,325.18892,3,0.26,49,3,4,0.3,3,0.26,0.16,0.02,3,15
8a658bd15747fff,93,54.085312,1423.67,54.09,U101,U,U1,U,2,588.83752,2,0.26,93,4,4,0.3,2,0.26,0.16,0.02,3,14
8a658bd154d7fff,176,56.118305,1424.57,56.12,U101,U,U1,U,2,52.65779,4,0.26,176,3,4,0.3,2,0.26,0.16,0.02,3,15
8a658bd15aa7fff,205,12.497082,1425.42,12.5,U101,U,U1,U,2,601,1,0.26,205,4,4,0.3,4,0.26,0.16,0.02,3,15
