id,Elevation_,Slope1_maj,Total Rain,Slope,LU_CODE,LUL1_CODE,LUL2_CODE,LU_lv1,r_lu,LENGTH_maj,r_stream_m,w_stream_m,Elev,r_dem_majo,r_rain_maj,w_rain_maj,r_slope_ma,w_slope_ma,w_dem,w_lu,Total rw,Total r
8a658bd154f7fff,47.000000,40.842976,1424.900000,40.84,U405,U,U4,U,"2",52.657790,4.000000,0.260000,47.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"4",16.000
8a658bd04caffff,197.000000,40.436096,1452.590000,40.44,U201,U,U2,U,"2",588.837520,2.000000,0.260000,197.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd025affff,191.000000,22.904465,1422.490000,22.90,U101,U,U1,U,"2",588.837520,2.000000,0.260000,191.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd02227fff,183.000000,72.035545,1422.920000,72.04,U602,U,U6,U,"2",601.000000,1.000000,0.260000,183.00,0.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"2",9.000
8a658bd156dffff,187.000000,27.654158,1422.890000,27.65,U101,U,U1,U,"2",588.837520,2.000000,0.260000,187.00,4.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd06287fff,211.000000,7.515671,1427.290000,7.52,M102,M,M1,M,"2",588.837520,2.000000,0.260000,211.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd0291ffff,92.000000,40.297764,1425.330000,40.30,U101,U,U1,U,"2",588.837520,2.000000,0.260000,92.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd22697fff,200.000000,43.034649,1463.020000,43.03,U201,U,U2,U,"2",588.837520,2.000000,0.260000,200.00,3.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",12.000
8a658bd15457fff,174.000000,60.830067,1424.920000,60.83,U101,U,U1,U,"2",588.837520,2.000000,0.260000,174.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd31657fff,187.000000,10.719489,1443.450000,10.72,U602,U,U6,U,"2",588.837520,2.000000,0.260000,187.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd11a17fff,191.000000,64.826653,1422.190000,64.83,U101,U,U1,U,"2",588.837520,2.000000,0.260000,191.00,3.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",12.000
8a658bd024d7fff,177.000000,13.071689,1422.180000,13.07,U101,U,U1,U,"2",588.837520,2.000000,0.260000,177.00,3.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",12.000
8a658bd06cb7fff,45.000000,59.473976,1435.360000,59.47,U602,U,U6,U,"2",72.072330,4.000000,0.260000,45.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd0694ffff,196.000000,24.624565,1441.220000,24.62,U201,U,U2,U,"2",588.837520,2.000000,0.260000,196.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd06957fff,218.000000,13.895610,1441.360000,13.90,U201,U,U2,U,"2",588.837520,2.000000,0.260000,218.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd1cc17fff,223.000000,63.003475,1422.190000,63.00,F201,F,F2,F,"1",601.000000,1.000000,0.260000,223.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",12.000
8a658bd15b8ffff,95.000000,57.538731,1425.820000,57.54,U101,U,U1,U,"2",80.133920,4.000000,0.260000,95.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"4",17.000
8a658bd31777fff,210.000000,15.623814,1448.900000,15.62,U201,U,U2,U,"2",588.837520,2.000000,0.260000,210.00,4.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",16.000
8a658bd02807fff,208.000000,45.394028,1424.690000,45.39,U101,U,U1,U,"2",325.188920,1.000000,0.260000,208.00,4.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd06417fff,11.000000,20.319796,1429.440000,20.32,U201,U,U2,U,"2",588.837520,2.000000,0.260000,11.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd310effff,197.000000,63.772125,1452.710000,63.77,U201,U,U2,U,"2",588.837520,2.000000,0.260000,197.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd02b8ffff,92.000000,56.431316,1423.890000,56.43,U602,U,U6,U,"2",601.000000,1.000000,0.260000,92.00,0.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"2",9.000
8a658bd15b37fff,187.000000,10.278916,1427.410000,10.28,M101,M,M1,M,"2",588.837520,2.000000,0.260000,187.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd11907fff,217.000000,16.141449,1422.770000,16.14,U101,U,U1,U,"2",588.837520,2.000000,0.260000,217.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd15687fff,214.000000,19.202551,1423.400000,19.20,U101,U,U1,U,"2",96.442060,4.000000,0.260000,214.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"4",16.000
8a658bd045b7fff,238.000000,15.907217,1445.590000,15.91,U502,U,U5,U,"2",588.837520,2.000000,0.260000,238.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd06807fff,54.000000,17.691374,1439.390000,17.69,M101,M,M1,M,"2",588.837520,2.000000,0.260000,54.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd152effff,199.000000,12.102048,1422.750000,12.10,U101,U,U1,U,"2",588.837520,2.000000,0.260000,199.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd10b17fff,101.000000,21.792030,1424.240000,21.79,U101,U,U1,U,"2",601.000000,1.000000,0.260000,101.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",13.000
8a658bd020c7fff,30.000000,7.918268,1422.390000,7.92,U301,U,U3,U,"2",71.855080,4.000000,0.260000,30.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd026cffff,86.000000,41.449448,1422.200000,41.45,U201,U,U2,U,"2",601.000000,1.000000,0.260000,86.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",13.000
8a658bd1192ffff,185.000000,42.414780,1422.730000,42.41,U101,U,U1,U,"2",106.174550,3.000000,0.260000,185.00,4.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",16.000
8a658bd029a7fff,193.000000,45.307140,1425.220000,45.31,U101,U,U1,U,"2",80.993590,3.000000,0.260000,193.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd02717fff,222.000000,13.367551,1422.150000,13.37,U201,U,U2,U,"2",588.837520,2.000000,0.260000,222.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd15187fff,43.000000,47.870842,1426.240000,47.87,U101,U,U1,U,"2",588.837520,2.000000,0.260000,43.00,4.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd0289ffff,101.000000,63.467388,1423.530000,63.47,U101,U,U1,U,"2",601.000000,1.000000,0.260000,101.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",12.000
8a658bd152f7fff,177.000000,46.626053,1422.960000,46.63,U101,U,U1,U,"2",588.837520,2.000000,0.260000,177.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd0666ffff,176.000000,50.681538,1426.320000,50.68,A405,A,A4,A,"3",588.837520,2.000000,0.260000,176.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",16.000
8a658bd1524ffff,232.000000,11.537630,1422.740000,11.54,U101,U,U1,U,"2",588.837520,2.000000,0.260000,232.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd06c8ffff,39.000000,60.945045,1433.950000,60.95,U201,U,U2,U,"2",588.837520,2.000000,0.260000,39.00,3.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",12.000
8a658bd1581ffff,176.000000,56.345886,1428.270000,56.35,U101,U,U1,U,"2",75.086310,4.000000,0.260000,176.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd06d2ffff,49.000000,16.035189,1439.780000,16.04,U301,U,U3,U,"2",588.837520,2.000000,0.260000,49.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd0674ffff,232.000000,19.191713,1427.250000,19.19,M102,M,M1,M,"2",588.837520,2.000000,0.260000,232.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd31ab7fff,188.000000,11.934183,1459.670000,11.93,U201,U,U2,U,"2",588.837520,2.000000,0.260000,188.00,4.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",13.000
8a658bd0280ffff,47.000000,63.687149,1424.590000,63.69,U101,U,U1,U,"2",325.188920,1.000000,0.260000,47.00,4.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd00c87fff,,0.000000,1430.390000,0.00,U602,U,U6,U,"2",601.000000,1.000000,0.260000,,,4.000000,0.300000,0.000000,0.260000,0.16,0.020,,
8a658bd15907fff,189.000000,59.876518,1430.940000,59.88,M101,M,M1,M,"2",81.889980,4.000000,0.260000,189.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"4",17.000
8a658bd06c27fff,193.000000,34.807575,1437.370000,34.81,U101,U,U1,U,"2",588.837520,2.000000,0.260000,193.00,4.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd1cd5ffff,207.000000,66.413925,1422.240000,66.41,U201,U,U2,U,"2",601.000000,1.000000,0.260000,207.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",13.000
8a658bd02947fff,188.000000,48.342350,1425.820000,48.34,U101,U,U1,U,"2",325.188920,2.000000,0.260000,188.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd066cffff,211.000000,10.354626,1424.800000,10.35,U101,U,U1,U,"2",588.837520,2.000000,0.260000,211.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd11117fff,90.000000,70.147064,1422.280000,70.15,U101,U,U1,U,"2",241.962680,1.000000,0.260000,90.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",12.000
8a658bd11a6ffff,246.000000,28.948114,1422.130000,28.95,U101,U,U1,U,"2",588.837520,2.000000,0.260000,246.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd0236ffff,0.000000,0.000000,1423.630000,0.00,U602,U,U6,U,"2",601.000000,1.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",7.000
8a658bd02367fff,0.000000,0.000000,1423.520000,0.00,U602,U,U6,U,"2",601.000000,1.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",7.000
8a658bd0211ffff,225.000000,16.102903,1422.940000,16.10,U101,U,U1,U,"2",103.626780,1.000000,0.260000,225.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",13.000
8a658bd11957fff,212.000000,9.505111,1422.520000,9.51,U101,U,U1,U,"2",106.174550,3.000000,0.260000,212.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd158d7fff,49.000000,65.481789,1427.170000,65.48,U101,U,U1,U,"2",588.837520,2.000000,0.260000,49.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd028effff,174.000000,40.529560,1424.090000,40.53,U602,U,U6,U,"2",601.000000,1.000000,0.260000,174.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",13.000
8a658bd0259ffff,211.000000,12.669988,1422.430000,12.67,U101,U,U1,U,"2",121.531620,3.000000,0.260000,211.00,4.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"4",17.000
8a658bd31227fff,175.000000,43.631821,1451.240000,43.63,M102,M,M1,M,"2",588.837520,2.000000,0.260000,175.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd02667fff,88.000000,10.821146,1422.270000,10.82,U602,U,U6,U,"2",71.855080,4.000000,0.260000,88.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",16.000
8a658bd02927fff,181.000000,62.652893,1426.400000,62.65,U502,U,U5,U,"2",588.837520,2.000000,0.260000,181.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd11837fff,199.000000,23.714205,1422.610000,23.71,U101,U,U1,U,"2",96.442060,3.000000,0.260000,199.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"4",16.000
8a658bd0692ffff,200.000000,11.221089,1443.540000,11.22,U201,U,U2,U,"2",92.663590,3.000000,0.260000,200.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd1556ffff,93.000000,56.877693,1425.870000,56.88,U101,U,U1,U,"2",588.837520,2.000000,0.260000,93.00,4.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",13.000
8a658bd06d47fff,172.000000,70.082642,1438.090000,70.08,U201,U,U2,U,"2",588.837520,2.000000,0.260000,172.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd02b27fff,0.000000,0.000000,1425.370000,0.00,U201,U,U2,U,"2",601.000000,1.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",7.000
8a658bd06577fff,174.000000,48.635525,1431.540000,48.64,M304,M,M3,M,"2",588.837520,2.000000,0.260000,174.00,4.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd1579ffff,209.000000,6.457395,1423.820000,6.46,U101,U,U1,U,"2",80.778870,4.000000,0.260000,209.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"4",16.000
8a658bd06cc7fff,185.000000,66.471115,1433.400000,66.47,U201,U,U2,U,"2",588.837520,2.000000,0.260000,185.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd31aeffff,196.000000,37.201839,1458.100000,37.20,A204,A,A2,A,"3",588.837520,2.000000,0.260000,196.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd069affff,195.000000,11.113204,1440.950000,11.11,M101,M,M1,M,"2",588.837520,2.000000,0.260000,195.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd02937fff,190.000000,43.544903,1426.090000,43.54,U101,U,U1,U,"2",588.837520,2.000000,0.260000,190.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd15157fff,225.000000,25.456985,1425.750000,25.46,U101,U,U1,U,"2",75.086310,4.000000,0.260000,225.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"4",16.000
8a658bd11b5ffff,188.000000,21.985954,1422.130000,21.99,U101,U,U1,U,"2",588.837520,2.000000,0.260000,188.00,4.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd02027fff,103.000000,51.824081,1422.850000,51.82,U101,U,U1,U,"2",103.626780,4.000000,0.260000,103.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",16.000
8a658bd0048ffff,0.000000,0.000000,1425.780000,0.00,U201,U,U2,U,"2",601.000000,1.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",7.000
8a658bd027b7fff,192.000000,18.238508,1422.120000,18.24,U201,U,U2,U,"2",588.837520,2.000000,0.260000,192.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd0225ffff,0.000000,0.000000,1423.070000,0.00,U602,U,U6,U,"2",601.000000,1.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",7.000
8a658bd06c6ffff,199.000000,21.792030,1435.520000,21.79,U201,U,U2,U,"2",588.837520,2.000000,0.260000,199.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd15a77fff,176.000000,47.689575,1425.200000,47.69,U101,U,U1,U,"2",82.633690,3.000000,0.260000,176.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd10b47fff,191.000000,59.241905,1423.780000,59.24,U101,U,U1,U,"2",80.778870,4.000000,0.260000,191.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"4",17.000
8a658bd0266ffff,42.000000,17.011902,1422.320000,17.01,U602,U,U6,U,"2",71.855080,4.000000,0.260000,42.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd0682ffff,41.000000,64.460907,1439.930000,64.46,U201,U,U2,U,"2",588.837520,2.000000,0.260000,41.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd11b2ffff,185.000000,57.430511,1422.160000,57.43,U101,U,U1,U,"2",107.525580,3.000000,0.260000,185.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd15a1ffff,205.000000,53.070515,1425.090000,53.07,U101,U,U1,U,"2",601.000000,1.000000,0.260000,205.00,4.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"2",12.000
8a658bd1540ffff,191.000000,10.901606,1425.250000,10.90,U101,U,U1,U,"2",588.837520,2.000000,0.260000,191.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd0234ffff,0.000000,0.000000,1423.430000,0.00,U602,U,U6,U,"2",601.000000,1.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",7.000
8a658bd31257fff,12.000000,26.909679,1447.950000,26.91,U602,U,U6,U,"2",588.837520,2.000000,0.260000,12.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd11d2ffff,199.000000,28.612921,1422.900000,28.61,U101,U,U1,U,"2",96.442060,2.000000,0.260000,199.00,3.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",12.000
8a658bd06557fff,40.000000,67.572060,1430.760000,67.57,A204,A,A2,A,"3",588.837520,2.000000,0.260000,40.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd02c4ffff,101.000000,51.955017,1423.090000,51.96,U101,U,U1,U,"2",103.626780,4.000000,0.260000,101.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd02087fff,101.000000,59.527256,1422.360000,59.53,U201,U,U2,U,"2",588.837520,4.000000,0.260000,101.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"4",17.000
8a658bd1c817fff,89.000000,66.701630,1422.410000,66.70,U201,U,U2,U,"2",601.000000,1.000000,0.260000,89.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",12.000
8a658bd00417fff,0.000000,0.000000,1426.830000,0.00,U602,U,U6,U,"2",601.000000,1.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",7.000
8a658bd1565ffff,200.000000,12.728395,1422.970000,12.73,U101,U,U1,U,"2",588.837520,2.000000,0.260000,200.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd11d5ffff,90.000000,64.825981,1422.560000,64.83,U101,U,U1,U,"2",96.442060,1.000000,0.260000,90.00,4.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"2",12.000
8a658bd06217fff,184.000000,46.085617,1428.280000,46.09,U602,U,U6,U,"2",588.837520,2.000000,0.260000,184.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd111a7fff,245.000000,39.877502,1422.240000,39.88,U101,U,U1,U,"2",601.000000,1.000000,0.260000,245.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",12.000
8a658bd15bb7fff,95.000000,29.445560,1426.650000,29.45,U201,U,U2,U,"2",75.086310,4.000000,0.260000,95.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd06847fff,241.000000,18.418589,1438.530000,18.42,M201,M,M2,M,"2",588.837520,2.000000,0.260000,241.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd10b77fff,49.000000,36.918037,1424.010000,36.92,U101,U,U1,U,"2",80.778870,1.000000,0.260000,49.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",13.000
8a658bd06347fff,211.000000,23.740931,1430.540000,23.74,U602,U,U6,U,"2",340.811840,3.000000,0.260000,211.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd06db7fff,45.000000,30.541649,1438.510000,30.54,U101,U,U1,U,"2",223.571220,1.000000,0.260000,45.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",12.000
8a658bd06897fff,176.000000,55.153839,1436.880000,55.15,U201,U,U2,U,"2",588.837520,2.000000,0.260000,176.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd00db7fff,0.000000,68.045105,1432.900000,68.05,U602,U,U6,U,"2",340.811840,1.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",7.000
8a658bd1529ffff,212.000000,15.502033,1423.050000,15.50,U101,U,U1,U,"2",588.837520,2.000000,0.260000,212.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd06767fff,188.000000,24.824120,1428.300000,24.82,A204,A,A2,A,"3",340.811840,1.000000,0.260000,188.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd1555ffff,176.000000,53.327030,1425.570000,53.33,U101,U,U1,U,"2",588.837520,2.000000,0.260000,176.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd0271ffff,140.000000,4.870766,1422.140000,4.87,U301,U,U3,U,"2",103.626780,4.000000,0.260000,140.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd066b7fff,91.000000,65.099724,1425.910000,65.10,U101,U,U1,U,"2",588.837520,2.000000,0.260000,91.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd0689ffff,209.000000,34.362602,1436.050000,34.36,U201,U,U2,U,"2",588.837520,2.000000,0.260000,209.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd06687fff,90.000000,64.927155,1425.580000,64.93,U101,U,U1,U,"2",588.837520,2.000000,0.260000,90.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd0610ffff,179.000000,62.659611,1433.750000,62.66,A204,A,A2,A,"3",67.307400,4.000000,0.260000,179.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",16.000
8a658bd026c7fff,87.000000,44.765381,1422.170000,44.77,U201,U,U2,U,"2",85.680040,1.000000,0.260000,87.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",14.000
8a658bd15cc7fff,95.000000,58.819431,1427.260000,58.82,U101,U,U1,U,"2",588.837520,2.000000,0.260000,95.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd1544ffff,90.000000,55.565216,1424.530000,55.57,U101,U,U1,U,"2",588.837520,2.000000,0.260000,90.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd15677fff,187.000000,19.430824,1423.280000,19.43,U101,U,U1,U,"2",588.837520,2.000000,0.260000,187.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd0680ffff,175.000000,68.895393,1438.770000,68.90,U201,U,U2,U,"2",588.837520,2.000000,0.260000,175.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd02497fff,188.000000,1.612902,1422.310000,1.61,U101,U,U1,U,"2",121.531620,3.000000,0.260000,188.00,4.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",16.000
8a658bd02977fff,209.000000,27.056475,1425.950000,27.06,U101,U,U1,U,"2",588.837520,2.000000,0.260000,209.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd027a7fff,216.000000,32.341415,1422.120000,32.34,U201,U,U2,U,"2",588.837520,2.000000,0.260000,216.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd068f7fff,209.000000,21.434868,1436.950000,21.43,U201,U,U2,U,"2",588.837520,2.000000,0.260000,209.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd020effff,86.000000,0.912562,1422.500000,0.91,U201,U,U2,U,"2",71.855080,4.000000,0.260000,86.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd06b8ffff,212.000000,11.668887,1435.000000,11.67,U602,U,U6,U,"2",588.837520,2.000000,0.260000,212.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd118a7fff,214.000000,17.752966,1422.550000,17.75,U101,U,U1,U,"2",96.442060,3.000000,0.260000,214.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd022b7fff,94.000000,11.967460,1422.390000,11.97,U602,U,U6,U,"2",71.855080,4.000000,0.260000,94.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd02007fff,137.000000,62.477531,1422.690000,62.48,U101,U,U1,U,"2",103.626780,2.000000,0.260000,137.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd0630ffff,1.000000,59.040524,1430.260000,59.04,U602,U,U6,U,"2",588.837520,2.000000,0.260000,1.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd1085ffff,94.000000,40.674278,1424.430000,40.67,U101,U,U1,U,"2",601.000000,1.000000,0.260000,94.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",12.000
8a658bd15667fff,176.000000,53.340973,1423.280000,53.34,U101,U,U1,U,"2",588.837520,2.000000,0.260000,176.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd068cffff,232.000000,9.159842,1435.640000,9.16,M201,M,M2,M,"2",588.837520,2.000000,0.260000,232.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd0059ffff,90.000000,65.691521,1426.580000,65.69,U201,U,U2,U,"2",325.188920,1.000000,0.260000,90.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",12.000
8a658bd3190ffff,181.000000,1.824662,1474.170000,1.82,M102,M,M1,M,"2",102.517290,4.000000,0.260000,181.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"4",16.000
